,Target,Preds
933,-7.306261,-7.3324976
934,-6.293997,-6.295519
935,-7.5321155,-7.445594
936,-6.8137345,-6.91956
937,-5.945691,-5.917935
938,-6.4463806,-6.579592
939,-6.9470706,-6.9674034
940,-7.1756463,-7.1136737
941,-7.597423,-7.3545914
942,-7.1266656,-7.0387144
943,-7.3198667,-7.226488
944,-9.006973,-8.869302
945,-6.7375426,-6.782894
946,-7.151156,-7.1213174
